Text,Intent
من دوست دارم به آهنگ ترس از شادمهر گوش بدم,play_music
آهنگ یک را شروع کن,play_music
من میخوام آهنگ اول را گوش بدم,play_music
آهنگ شماره دو را پیدا کن و آن را پخش کن,play_music
میخوان آهنگ یک را گوش بدم,play_music
لطفا c. n. n. پخش کن,play_music
جاز,play_music
جنیفرلوپز,play_music
موزیک سنتی پخش کن,play_music
از لیست آهنگ های مهمانی آهنگ پخش کن,play_music
فهرست آهنگ های ابی را پخش کن,play_music
بیست و پنج آهنگ برتر را پخش کن,play_music
آخرین آهنگ های کانتری که منتشر شده را پخش کن,play_music
لیست کن وپخش کن همه آهنگ ها هنرمند داده شده,play_music
برترین ها را از هنرمند مشخص پخش کن,play_music
شروع به پخش آهنگ من بکن,play_music
لطفا آهنگ هایی از ایوان بند پخش کن,play_music
آن آهنگ را دوباره پخش کن,play_music
فقط آهنگ های ابی را پخش کن لطفا,play_music
فایل موسیقی سنتی را انتخاب کن,play_music
به فهرست رپ برو,play_music
بیا برقصیم,play_music
وقت ورزش کردن است,play_music
موزیک مهمونی پخش کن,play_music
میتونی آهنگ آزادی از منصور را پخش کنی,play_music
من میخوام آهنگ معبد از سامان جلیلی را بشنوم,play_music
لطفا آهنگ کلاسیک بزار,play_music
ابی را در حالت پخش تصادفی پخش کن,play_music
لیست آهنگ های ورزشی را پخش کن لطفا,play_music
من میخوام لیست آهنگ های مطالعه را گوش بدم,play_music
لیست آهنگ های یوگای من را پخش کن,play_music
رد کن تا به آهنگ بعدی برسیم,play_music
عوض کن و به لیست آهنگ های ورزشی من برو,play_music
گوگل من میخواستم لیست موزیک های کانتری خودم را گوش بدم,play_music
دونه دونه از محسن ابراهیم زاده را پخش کن,play_music
olly ترس از شادمهر عقیلی را پخش کن,play_music
ازت میخوام آهنگ عاشقانه از فرزاد فرزین را پخش کنی,play_music
خاطر خواه از ایوان بند را بزار,play_music
از آن هنرمند یک آهنگ پخش کن,play_music
موزیک های بیشتری از آن خواننده برای من بیار,play_music
لطفا چند تا ابی پخش کن,play_music
لطفا پلی لیست لاتین من رو پخش کن,play_music
من الان دوست دارم چند تا موسیقی رپ گوش بدم,play_music
اینجا خیلی ساکته,play_music
یکم سر و صدا کن,play_music
گوگل آهنگ باران از سیروان خسروی را پیدا کن و پخش کن,play_music
من میخام آهنگ قرارمون یادت نره را گوش بدم میتونی پخش کنی,play_music
دفعه بعد آهنگ عاشقانه را پخش کن,play_music
موزیک بعدی را تولدت مبارک بزار,play_music
چند تا آهنگ پاپ برای من پخش کن,play_music
توی اسپاتیفای پلی لیست سفید رو بذار,play_music
من عاشق این هستم که لیست آهنگهایی که برای عروسیم درست کردم را بشنوم,play_music
لطفا پلی لیست آر اند بی از دهه نود را انتخاب کن,play_music
قطعه یا آهنگ بعدی رو پخش کن.,play_music
اولین موزیک آلبوم بعدی را پخش کن,play_music
بهترین آهنگ مورد علاقه م رو روی تکرار پخش کن.,play_music
من میخوام کمی رپ گوش بدم لطفا,play_music
چند تا موزیک رپ بزار,play_music
همه آهنگ های لاتین مورد علاقه من را پخش کن,play_music
موسیقی دهه هشتاد برایم پیدا کن,play_music
من می خوام بهترین‌ آهنگ‌های رقص رو بشنوم,play_music
لطفا پخش کننده آهنگ را روشن کن,play_music
بیا لیست آهنگ ها را گوش بدیم,play_music
موزیک ماهواره پخش کن,play_music
لطفا لیست آهنگ های ایوان بند و اخبار را پخش کن,play_music
من میخوام آهنگ های راک از افشین پخش کنم,play_music
من دوست دارم به اهنگ های فولک در فرکانس هزار و نهصد و شصت و هشت گوش بدم,play_music
موسیقی مورد علاقه من را شروع کن,play_music
من میخواهم به برترین قطعه های ایوان بند گوش بدهم,play_music
لطفا هر آهنگی که در این دهه ساخته شده را پخش کن,play_music
لیست آهنگ های کانتری من را بزار,play_music
بعد از این یکی موزیک رقص الکترونیک پخش کن,play_music
درست بعد از این آهنگ لیست آهنگ های فولک من را پخش کن,play_music
برای من جدیدترین آهنگ ابی را پخش کن,play_music
میتونی شادمهر پخش کنی,play_music
بیست و پنج باند پخش کن,play_music
تمام آهنگ های سالار عقیلی را جستجو کن و پخش کن,play_music
بعد آهنگ صدام بزن از شادمهر عقیلی را پخش کن,play_music
پاپ,play_music
لطفا لیست آهنگ های اسپاتیفای را پخش کن,play_music
رپ پخش کن,play_music
موسیقی آلترناتیو دهه نود پخش کن.,play_music
الکسا از آهنگ شاد ایرانی دهه شصت پخش کن,play_music
آهنگ های برتر کانتری امروزه کدام ها هستند,play_music
خاطر خواه از ایوان بند را پخش کن,play_music
آهنگ لیلا را پخش کن,play_music
ترس را پخش کن,play_music
لطفا آهنگ غمگین پخش کن.,play_music
لیست بیست آهنگ برتر من را پخش کن,play_music
لطفا هفت آلبوم اول کینگ کریمسون رو به فهرست آلبوم های مورد علاقه م اضافه کن.,play_music
این لیست آهنگ ها را پخش کن,play_music
لطفا لیست آهنگ های یوتوب من را پخش کن,play_music
آهنگ آزادی را پخش کن,play_music
عاشقانه از فرزاد فرزین را پخش کن,play_music
از لیست علاقه مندی های من آهنگی را پخش کن,play_music
آهنگ بعدی را تکرار کن,play_music
آزادی از منصور را پخش کن,play_music
لیست آهنگ های کانتری من را پخش کن,play_music
نوازش از تتلو را برایم پخش کن,play_music
آهنگ مورد علاقه من از ابی را پخش کن,play_music
آهنگ های تکراری را پخش کن,play_music
یک آهنگ از لیست علاقه مندی های من پخش کن,play_music
لطفا ابی پخش کن,play_music
دلم میخواد گوش بدم به,play_music
چند تا آهنگ کلاسیک از ابی پیدا کن و پخش کن,play_music
خاطر خواه از ایوان بند را پخش کن,play_music
آهنگ نوازش ابی را پخش کن,play_music
ترس از شادمهر را پخش کن,play_music
ترس از شادمهر را پخش کن,play_music
آهنگ های پاپ پخش کن,play_music
این آهنگ رو برای من پخش کن.,play_music
من میخوام به آهنگ مورد علاقه ام گوش بدم,play_music
بهترین آهنگ من را پخش کن,play_music
آلبوم را پخش کن,play_music
ترس از شادمهر,play_music
لیلا را پخش کن,play_music
آهنگ را متوقف کن,play_music
لیست آهنگ های ورزشی من را به صورت ترکیبی پخش کن,play_music
چند تا راک پیدا کن,play_music
فهرست آهنگ های ورزشی من در اسپاتیفای را پخش کن,play_music
چند تا آهنگ از ژانر متال پخش کن,play_music
آهنگ بزار,play_music
آهنگ ترس را پخش کن,play_music
بعد از این آهنگ پخش کن,play_music
عشق را پخش کن,play_music
آهنگ هایی مربوط به ابی پخش کن,play_music
فهرست من از بیشترین آهنگ هایی که پخش شدن را پخش کن,play_music
لیست آهنگ های پیاده روی سگ را پخش کن,play_music
پلی لیست مدرن را پخش کن,play_music
